id,description,name,material,finish,size,price,price_unit,design_types,applications,quantity_per_box,area_per_box,area_unit,faces,origin,laying_patterns,product_url,image_url,last_updated,image_path
seg-brick-wood-multi,"SEG Brick Wood Multi is a ceramic tile with cement , brick design It features a glossy finish in 300x450 mm size This multi-coloured wooden wall tile combines the finishes of stone, cement and brick to create a unique design. You can get it installed on the wall to create an interesting decor concept in residential and commercial areas. SEG Brick Wood Multi is made with ceramic material that provides long-lasting strength. It is available in 300x450mm size and has a glossy finish that tends to provide an elegant sheen to the brick design. SEG Brick Wood Multi can be creatively installed in living rooms, restaurants, bars, hospitals, offices and other outdoor areas for a stylish ambience. The low porosity and ability to withstand exposure to water make this a suitable choice for outdoor areas and house elevations as well. It requires almost no maintenance. SEG Brick Wood Multi is easy to clean and all you require is a wet cloth or mop to get any stains or spills off in a flash.",SEG Brick Wood Multi,Ceramic,Glossy Finish,300x450 mm,63.0,sq.ft,"Cement, Brick","Living Room, Elevation, Accent, Hospital, Bar/Restaurant, Commercial/Office, Outdoor Area",6,81.0,sq Decimeter,1,India,-,https://www.orientbell.com/seg-brick-wood-multi,https://images.orientbell.com/media/catalog/product/s/e/seg_brick_wood_multi.jpg,2025-01-02 23:28:49,../Backend/images_final/seg_brick_wood_multi.jpg
sem-slump-block-stone-brown,"SEM Slump Block Stone Brown is a ceramic tile It features a glossy finish in 300x450 mm size A stone tile can transform the appearance of any residential or commercial space from dull to new and modern. The elegant stone design makes SEM Slump Block Stone Brown tile a classy wall tile option that provides a sophisticated look to the decor. For a more appealing decor, you can club this wall tile with plain, matching or contrasting colour tiles. Made with ceramic material, it is available in 300x450mm size and comes with a glossy finish that provides a sheen to the tile surface. SEM Slump Block Stone Brown is a low-maintenance tile that absorbs less moisture. The stone design of this tile makes it a stylish wall tile option for residential and commercial spaces. This tile can be installed in living rooms, accent spaces, and high traffic areas such as outdoor areas, restaurants and offices. Besides, this stone tile can be cleaned or wiped easily using a wet cloth or mop.",SEM Slump Block Stone Brown,Ceramic,Glossy Finish,300x450 mm,63.0,sq.ft,,"Living Room, Elevation, Accent, Hospital, Bar/Restaurant, Commercial/Office, Outdoor Area",6,81.0,sq Decimeter,1,India,-,https://www.orientbell.com/sem-slump-block-stone-brown,https://images.orientbell.com/media/catalog/product/s/e/sem_slump_block_stone_brown.jpg,2025-01-02 23:28:57,../Backend/images_final/sem_slump_block_stone_brown.jpg
sem-rock-multi,"SEM Rock Multi is a ceramic tile It features a matte finish in 300x450 mm size The multi-coloured rock design of Orientbell Tiles’ SEM Rock Multi gives a natural as well as stylish look to the walls of indoor as well as outdoor areas. It is made with ceramic material that provides durability and longevity to the tiles. The matte finish gives an earthy touch to the tile surface and makes it appear classy. Moreover, this tile is easy to clean and does not require maintenance for years. It is available in 300x450mm size and can be used at multiple places. Living rooms, hospitals, schools, restaurants, offices and outdoor areas are some of the places where SEM Rock Multi can be used. It can be used creatively on the walls to give an artistic look to the entire room decor. Also, this tile is resistant to stains and scratches. It is not affected by any chemical or acid spill and is one of the strongest wall tiles available at Orientbell.",SEM Rock Multi,Ceramic,Matte Finish,300x450 mm,63.0,sq.ft,,"Living Room, Elevation, Accent, Hospital, Bar/Restaurant, Commercial/Office, Outdoor Area",6,81.0,sq Decimeter,1,India,-,https://www.orientbell.com/sem-rock-multi,https://images.orientbell.com/media/catalog/product/s/e/sem_rock_multi.jpg,2025-01-02 23:29:04,../Backend/images_final/sem_rock_multi.jpg
sem-stacked-hewn-stone-beige,"SEM Stacked Hewn Stone Beige is a ceramic tile It features a matte finish in 300x450 mm size Give your walls a natural stone look with Orientbell Tiles, SEM Stacked Hewn Stone Beige. Manufactured using some of the latest tile-making technology, this ceramic tile measures 300x450mm in size and is to be installed horizontally. With a matte finish, the tile has a rustic unfinished look that makes the space very appealing. Easy to clean, the surface of the tile is resistant to damage from scratches, stains, acid spills, and chemical spills. Unlike natural stone, this tile does not require regular maintenance since it is water repellent and has low porosity. The tile can be installed in the living room, hospital, bar, restaurant, office, commercial spaces, and outdoors. The SEM Stacked Hewn Stone Beige can also be used as an accent tile to highlight certain areas in your space. The tile is packed in boxes of 6 each.",SEM Stacked Hewn Stone Beige,Ceramic,Matte Finish,300x450 mm,63.0,sq.ft,,"Living Room, Elevation, Accent, Hospital, Bar/Restaurant, Commercial/Office, Outdoor Area",6,81.0,sq Decimeter,1,India,-,https://www.orientbell.com/sem-stacked-hewn-stone-beige,https://images.orientbell.com/media/catalog/product/s/e/sem_stacked_hewn_stone_beige.jpg,2025-01-02 23:29:10,../Backend/images_final/sem_stacked_hewn_stone_beige.jpg
sem-castle-brown,"SEM Castle Brown is a ceramic tile It features a matte finish in 300x450 mm size SEM Castle Brown is a gorgeous tile that can be used to accentuate the beauty of the space. The stone design of this wall tile makes it an extraordinary tile option for commercial and residential areas. Made with ceramic material, SEM Castle Brown comes with a matte finish that tends to provide a subtle touch to the tile design. Available in 300x450mm size, this ceramic wall tile is easy to clean. Just by using a wet cloth or sponge, you can easily wipe any sort of stains or marks in no time. The castle stone design of this wall tile is what makes it suitable for outdoor as well as indoor areas. You can get it installed on the walls of living rooms, bedrooms, hospitals, restaurants, lobby areas or even as an accent wall in outdoor spaces. Further, SEM Castle Brown is less water absorbent and does not require regular upkeep for years to come.",SEM Castle Brown,Ceramic,Matte Finish,300x450 mm,63.0,sq.ft,,"Living Room, Elevation, Accent, Hospital, Bar/Restaurant, Commercial/Office, Outdoor Area",6,81.0,sq Decimeter,1,India,-,https://www.orientbell.com/sem-castle-brown,https://images.orientbell.com/media/catalog/product/s/e/sem_castle_brown.jpg,2025-01-02 23:29:28,../Backend/images_final/sem_castle_brown.jpg
sem-castle-grey,"SEM Castle Grey is a ceramic tile It features a matte finish in 300x450 mm size Orientbell Tiles’ SEM Castle Grey has an attractive brick design. The colour is primarily basic and the brick design is imprinted on the tile to make it look stylish. The tile comes at an affordable price. The item can be installed in living rooms, accent walls, hospitals, schools, bars, restaurants and other commercial and office areas. This tile is made from ceramic material and comes with the finishing of matte. The wall tile is resistant to stains and scratches and doesn’t require maintenance for years. The durable tiles are very convenient to clean and maintain. One just needs a wet mop or cloth. Also, the tile doesn’t absorb water and prevents leakage which makes it a very good option to buy. It is available in an ideal tile size of 300x450mm.",SEM Castle Grey,Ceramic,Matte Finish,300x450 mm,63.0,sq.ft,,"Living Room, Elevation, Accent, Hospital, Bar/Restaurant, Commercial/Office, Outdoor Area",6,81.0,sq Decimeter,1,India,-,https://www.orientbell.com/sem-castle-grey,https://images.orientbell.com/media/catalog/product/s/e/sem_castle_grey.jpg,2025-01-02 23:29:34,../Backend/images_final/sem_castle_grey.jpg
sfm-rosalia-marble-dark,"SFM Rosalia Marble Dark is a ceramic tile with marble design It features a matte finish in 300x300 mm size This beige coloured tile with light grey imprints will give a regal look to any room. The beautiful tile, when installed on the walls of your space, will turn the heads of your guests and make you the talk of the town. The matte finish of the tile will help make a subtle and bold statement. Quite often, we do find tiles which have dazzling looks but the quality is compromised, but that is not the case with Orientbell’s SFM Rosalia Marble Dark. Along with jaw dropping looks, it is loaded with functionalities. The superior quality of material used in the manufacturing process of this tile ensures durability and longevity. Moreover, the tile is resistant to stains, scratches and smudges. It also has a low rate of water absorption, preventing leakages. The tile is an ideal choice for the walls of the kitchen, bathroom and balcony. It is packed in boxes of nine tiles each and is available in the size of 300x300mm.",SFM Rosalia Marble Dark,Ceramic,Matte Finish,300x300 mm,61.0,sq.ft,Marble,"Bathroom, Kitchen, Balcony",9,81.0,sq Decimeter,1,India,-,https://www.orientbell.com/sfm-rosalia-marble-dark,https://images.orientbell.com/media/catalog/product/s/f/sfm_rosalia_marble_dark.jpg,2025-01-02 23:29:42,../Backend/images_final/sfm_rosalia_marble_dark.jpg
sfm-dyna-grey-dk,"SFM Dyna Grey DK is a ceramic tile with marble design It features a matte finish in 300x300 mm size Orientbell Tiles SFM Dyna Grey DK tile range gives a modern look to any space. The colour of this tile is very unique and has textures imprinted on the surface. This tile consists of ceramic material along with a matte finish. These tiles are an ideal option for flooring. Moreover, the matte finish not just gives a smooth surface to the tile but also adds to its strength and durability. This tile doesn’t require maintenance for years and can be cleaned easily giving it a clean new look, one just needs to get a wet mop or cloth to clean the tile. It can be used as a highlighter wall tile or creatively clubbed with any other option for a different look. Also, the tile is stain- and scratch-resistant and doesn’t get affected after coming in contact with any sort of chemical or acid. Not just that, it is affordable and easy on pocket.",SFM Dyna Grey DK,Ceramic,Matte Finish,300x300 mm,61.0,sq.ft,Marble,"Bathroom, Kitchen, Balcony",9,81.0,sq Decimeter,1,India,-,https://www.orientbell.com/sfm-dyna-grey-dk,https://images.orientbell.com/media/catalog/product/s/f/sfm_dyna_grey_dk_2_.jpg,2025-01-02 23:29:52,../Backend/images_final/sfm_dyna_grey_dk.jpg
sfm-stonemood-grey-dk,"SFM Stonemood Grey DK is a ceramic tile It features a matte finish in 300x300 mm size Add a touch of luxury and opulence to your floors with the SFM Stonemood Grey DK tile by Orientbell Tiles. With a high quality matte finish, the tile is made using the latest tile making technology that makes it very tough. The white veins on the tile help give the tile a marble-like look, adding to its regal look. Stain- and scratch-resistant, the tile is fairly easy to clean and can be maintained without much effort. You can use it for a single seamless finish for your floors, or use it in combination with dark grey or black tiles to create a contrasting effect. Non-porous and water resistant, this tile is ideal for use in high-moisture areas such as the bathroom, kitchen and the balcony. Measuring 300x300mm, the tile is available in boxes of nine pieces each.",SFM Stonemood Grey DK,Ceramic,Matte Finish,300x300 mm,61.0,sq.ft,,"Bathroom, Kitchen, Balcony",9,81.0,sq Decimeter,1,India,-,https://www.orientbell.com/sfm-stonemood-grey-dk,https://images.orientbell.com/media/catalog/product/s/f/sfm_stonemood_grey_dk_2_.jpg,2025-01-02 23:30:00,../Backend/images_final/sfm_stonemood_grey_dk.jpg
sfm-emperador-beige,"SFM Emperador Beige is a ceramic tile with marble design It features a matte finish in 300x300 mm size Be it a residential or commercial space; a marble-look tile can transform the appearance of the entire space from dull to dazzling. The unique and stylish marble design makes SFM Emperador Beige wall tile a classy tile option for sophisticated room decor. Made with ceramic material, this stunning marble design tile is available in 300x300mm size and comes with a matte finish that provides a subtle touch to the surface and a stylish look to this tile. It is a low-maintenance and durable wall tile. Unlike natural marble, it absorbs less moisture and can be installed in bathrooms, kitchens, and balconies. You can club this tile with SBG Emperador Grey, SBG Emperador Beige, or SHG Echo Beige HL tile. Besides, this marble wall tile can be cleaned or wiped easily by using a wet cloth or mop. Also, this wall tile can be with running water and soap to clean any accumulated dust and dirt.",SFM Emperador Beige,Ceramic,Matte Finish,300x300 mm,61.0,sq.ft,Marble,"Bathroom, Kitchen, Balcony",9,81.0,sq Decimeter,1,India,-,https://www.orientbell.com/sfm-emperador-beige,https://images.orientbell.com/media/catalog/product/s/f/sfm_emperador_beige.jpg,2025-01-02 23:30:15,../Backend/images_final/sfm_emperador_beige.jpg
sfm-emperador-black-marble,"SFM Emperador Black Marble is a ceramic tile with marble design It features a matte finish in 300x300 mm size The grey-coloured web design of SFM Emperador Black Marble gives a classy and luxurious touch to the place where it is installed. Made with the best quality ceramic material, this tile is the most robust and long-lasting tile available at Orientbell Tiles. The matte finish accelerates the style of this tile and gives a bold look to it. Moreover, this black-and-grey marble tile is available in 300x300mm size and can be creatively installed on the walls of a bathroom, kitchen and balcony. You can even club it with different tiles to give an artistic touch to the entire room decor. Also, Orientbell’s SFM Emperador Black Marble is pocket-friendly! This tile is not only stylish, but is also easy to clean and maintain. It is immune to smudges, scratches, acids, chemicals, insects and fire. Most importantly, this tile absorbs very little moisture in comparison to other ordinary tiles available in the market. The black and grey colour combination of this tile is an ultimate choice for most places.",SFM Emperador Black Marble,Ceramic,Matte Finish,300x300 mm,61.0,sq.ft,Marble,"Bathroom, Kitchen, Balcony",9,81.0,sq Decimeter,1,India,-,https://orientbell.com/sfm-emperador-black-marble,https://images.orientbell.com/media/catalog/product/s/f/sfm_emperador_black_marble_1.jpg,2025-01-03 00:03:39,../Backend/images_final/sfm_emperador_black_marble.jpg
sfm-istan-beige,"SFM Istan Beige is a ceramic tile with marble design It features a matte finish in 300x300 mm size This matte finish beige coloured tile is one of the most classy options available at Orientbell Tiles. The unique and stylish design of SFM Istan Beige can be clubbed with other designs to make it appear eye-catching. The ceramic material used in tile production provides durability and strength to the tile. Moreover, this tile is easy to maintain and can be cleaned or mopped very easily in no time. Not only this, it is immune to all kinds of wear and tear and lasts longer than any other ordinary tile available in the market. SFM Istan Beige is resistant to water, stains, scratches, acids and chemicals. Furthermore, it is available in the size of 300x300mm and can be used as a floor tile in the bathroom, kitchen and balcony area. Last but not the least, this beautiful tile is pocket-friendly and does not put any burden on the buyer’s pocket.",SFM Istan Beige,Ceramic,Matte Finish,300x300 mm,61.0,sq.ft,Marble,"Bathroom, Kitchen, Balcony",9,81.0,sq Decimeter,1,India,-,https://www.orientbell.com/sfm-istan-beige,https://images.orientbell.com/media/catalog/product/s/f/sfm_istan_beige.jpg,2025-01-02 23:30:23,../Backend/images_final/sfm_istan_beige.jpg
sfm-atlantic-grey-marble-dk,"SFM Atlantic Grey Marble DK is a ceramic tile with marble design It features a matte finish in 300x300 mm size The unique and classy grey coloured design of this marble tile is what makes it one of the most eye-catching tiles available at Orientbell Tiles. Made with ceramic material, SFM Atlantic Grey Marble DK is among some of the most enduring tiles. It comes with a matte finish that provides a bold and velvety touch to the tile surface. Furthermore, this marble tile is available in 300x300mm size and can be widely used as a floor tile in several areas. Also, this tile is perfect for most wet places like the bathroom or kitchen. The important feature of Orientbell Tiles’ SFM Atlantic Grey Marble DK is that it is less porous and can be cleaned or mopped very easily in no time. Moreover, the tile surface is not affected by any chemical spillage. Also, this tile is available at an affordable price and does not put a burden on the buyer’s pocket. You can creatively club this gorgeous tile with lighter shades to give an aesthetic look to the entire space.",SFM Atlantic Grey Marble DK,Ceramic,Matte Finish,300x300 mm,61.0,sq.ft,Marble,"Bathroom, Kitchen, Balcony",9,81.0,sq Decimeter,1,India,-,https://www.orientbell.com/sfm-atlantic-grey-marble-dk,https://images.orientbell.com/media/catalog/product/s/f/sfm_atlantic_grey_marble_dk.jpg,2025-01-02 23:30:31,../Backend/images_final/sfm_atlantic_grey_marble_dk.jpg
sfm-piasentina-stone-brown,"SFM Piasentina Stone Brown is a ceramic tile with marble design It features a matte finish in 300x300 mm size SFM Piasentina Stone Brown tile is carefully crafted with ceramic material. This Orientbell Tiles product has a matte finish, which gives it an attractive texture. It can be used on the floors of bars, restaurants and even residential spaces. The colour of the tile is sober, which is why it is suitable for any space. It looks extremely elegant and sophisticated. Also, it is stain- and scratch-resistant as it doesn’t require maintenance for years. You don’t need to spend much time and money on it as it will always look as good as new. This tile doesn’t absorb moisture which makes it easy for anyone to clean it just by using a wet mop or cloth. You can use various laying patterns such as brick or straight to make your area look creative. The dark-coloured tile can also be combined with lighter or contrasting colour tiles.",SFM Piasentina Stone Brown,Ceramic,Matte Finish,300x300 mm,61.0,sq.ft,Marble,"Bathroom, Kitchen, Balcony",9,81.0,sq Decimeter,1,India,-,https://www.orientbell.com/sfm-piasentina-stone-brown,https://images.orientbell.com/media/catalog/product/s/f/sfm_piasentina_stone_brown.jpg,2025-01-02 23:30:40,../Backend/images_final/sfm_piasentina_stone_brown.jpg
sfm-crema-marfil-dk,"SFM Crema Marfil DK is a ceramic tile with marble design It features a matte finish in 300x300 mm size With its cream coloured elegant marble design, SFM Crema Marfil DK can give a graceful touch to all commercial and residential spaces. This ceramic tile is one of the most enduring tiles as it requires low maintenance, unlike natural marble and can also be cleaned easily. Available in 300x300mm size, this floor tile can be easily used in bathrooms and kitchens. Its ceramic body absorbs minimal moisture that prevents moisture related damage. Its intricate veins are supplemented by a matte finish that gives the tile a subtle appearance. This finish also makes the tile surface less slippery, reducing slippages and accidents in wet spaces. It is these properties that make this tile perfect for use in kitchens, bathrooms, balconies, etc. And while you can always use it by itself, you can also club this marble tile with other tiles of contrasting shades to create interesting patterns and light up the entire room decor.",SFM Crema Marfil DK,Ceramic,Matte Finish,300x300 mm,61.0,sq.ft,Marble,"Bathroom, Kitchen, Balcony",9,81.0,sq Decimeter,1,India,-,https://orientbell.com/sfm-crema-marfil-dk,https://images.orientbell.com/media/catalog/product/s/f/sfm_crema_marfil_dk.jpg,2025-01-03 00:04:16,../Backend/images_final/sfm_crema_marfil_dk.jpg
sfm-line-oak-wood-beige,"SFM Line Oak Wood Beige is a ceramic tile with wooden design It features a matte finish in 300x300 mm size The elegant and classy look of the SFM Line Oak Wood Beige tile's wooden design elevates the appearance of any space it is used in. Made with ceramic material, this durable floor tile does not require frequent upkeep. SFM Line Oak Wood Beige is available in 300x300mm size and comes with a matte finish that accentuates the subtlety of the tile and makes it appear even more refined and elegant. This finish also makes the surface less slippery. The light-coloured design makes it suitable for residential as well as commercial areas, but the most preferred areas are bathrooms, kitchens, and balconies. Also, this tile has a low water absorption rate. You can also club it with SBG Line Oak Wood Beige, and SHG Line Wood Cutlery HL to enhance the decor. Further, this tile is easy to clean, and any spills or stains can be wiped quickly with a wet cloth or a mop.",SFM Line Oak Wood Beige,Ceramic,Matte Finish,300x300 mm,61.0,sq.ft,Wooden,"Bathroom, Kitchen, Balcony",9,81.0,sq Decimeter,1,India,-,https://www.orientbell.com/sfm-line-oak-wood-beige,https://images.orientbell.com/media/catalog/product/s/f/sfm_line_oak_wood_beige.jpg,2025-01-02 23:30:54,../Backend/images_final/sfm_line_oak_wood_beige.jpg
sfm-river-sand-beige,"SFM River Sand Beige is a ceramic tile with cement design It features a matte finish in 300x300 mm size Orientbell Tiles’ SFM River Sand Brown gives a rich look to any place. This neutral-shaded tile is made of ceramic material and comes with the finishing of matte. The matte finish adds up to the strength and durability of the tile. The unique design is ideal for use in the kitchen, balcony and bathroom. It is available in the size of 300x300mm. This tile doesn’t require maintenance for years and can be cleaned anytime. One just needs to get a wet mop or cloth to clean the tile. It can be used as floor tiles. One can creatively club this tile with any other tile to give a high-class look. Also, the tile is stain- and scratch-resistant and doesn’t get affected after coming in contact with any sort of chemical or acid. It is affordable and easy on your wallet.",SFM River Sand Beige,Ceramic,Matte Finish,300x300 mm,61.0,sq.ft,Cement,"Bathroom, Kitchen, Balcony",9,81.0,sq Decimeter,1,India,-,https://orientbell.com/sfm-river-sand-brown,https://images.orientbell.com/media/catalog/product/s/f/sfm_river_sand_brown.jpg,2025-01-03 00:04:40,../Backend/images_final/sfm_river_sand_beige.jpg
sfm-rug-grey-dk,"SFM Rug Grey DK is a ceramic tile with cement design It features a matte finish in 300x300 mm size SFM Rug Grey DK will give your room a beautiful rug-like finish without having to invest in and maintain an actual rug. This Orientbell Tiles product is suitable for most wet areas – where you normally would not be able to place a rug – such as the bathroom, the kitchen, and the balcony. This high quality tile is water resistant and does not absorb a lot of moisture, making it highly durable and extremely useful for the aforementioned spaces. Due to its durability, it can be used as a floor tile. It is easy to clean and requires very little effort in terms of maintenance. The tile is made of ceramic material and has an anti-slip matte finish, which makes it safe for people using the space. This floor tile is available in 300x300mm size and is available in boxes of nine pieces each.",SFM Rug Grey DK,Ceramic,Matte Finish,300x300 mm,61.0,sq.ft,Cement,"Bathroom, Kitchen, Balcony",9,81.0,sq Decimeter,1,India,-,https://orientbell.com/sfm-rug-grey-dk,https://images.orientbell.com/media/catalog/product/s/f/sfm_rug_grey_dk_ceramic_floor_tile_300x300mm.jpg,2025-01-03 00:04:56,../Backend/images_final/sfm_rug_grey_dk.jpg
sfm-marmi-grey-dk,"SFM Marmi Grey DK is a ceramic tile with marble design It features a matte finish in 300x300 mm size Orientbell SFM Marmi Grey DK is a one-of-a-kind matte finish ceramic tile. The grey color with speckles of white on the tile will give class and elegance to a room. It will blend well with the interiors of any room. While the tiles look stunning, it does not fall short of functionality. It is easy to clean and maintain. It is stain- and scratch-resistant making it very durable. This Orientbell tile has low water absorption rate and, thus, can be used for flooring in the bathroom, kitchen as well as outdoor spaces like the balcony. The rich grey of this tile will make your guests take a double look for sure. Once laid it will remain in style and keep looking as good as new for years to come. SFM Marmi Grey DK tiles are available in 300x300mm and are packed in a box of nine pieces each.",SFM Marmi Grey DK,Ceramic,Matte Finish,300x300 mm,61.0,sq.ft,Marble,"Bathroom, Kitchen, Balcony",9,81.0,sq Decimeter,1,India,-,https://orientbell.com/sfm-marmi-grey-dk,https://images.orientbell.com/media/catalog/product/s/f/sfm_marmi_grey_dk.jpg,2025-01-03 00:05:11,../Backend/images_final/sfm_marmi_grey_dk.jpg
sfm-soapstone-slate,"SFM Soapstone Slate is a ceramic tile It features a matte finish in 300x300 mm size Orientbell Tiles' SFM Soapstone Slate is one of the most beautiful tiles that comes with the finishing of matte. This tile is made from ceramic material. The tile is stain- and scratch-resistant and doesn't get affected by any kind of acid or chemical spillage. You can even make a nice combination of brown colour with any other light colour to give a stylish look to your place. Moreover, it can be cleaned in no time and doesn't require maintenance for years. You can lay down the tile in various patterns such as straight and brick to beautify your floors. Also, the tile comes in an ideal tile size of 300×450mm and can be used as floor tiles in your bathroom and kitchen. An additional quality of the tile is that the price is very affordable.",SFM Soapstone Slate,Ceramic,Matte Finish,300x300 mm,61.0,sq.ft,,"Bathroom, Kitchen, Balcony",9,81.0,sq Decimeter,1,India,-,https://www.orientbell.com/sfm-soapstone-slate,https://images.orientbell.com/media/catalog/product/s/f/sfm_soapstone_slate.jpg,2025-01-02 23:31:18,../Backend/images_final/sfm_soapstone_slate.jpg
sfm-cement-grey-dk,"SFM Cement Grey DK is a ceramic tile with cement design It features a matte finish in 300x300 mm size To enhance the look and feel of your space, Orientbell Tiles brings to you a gorgeous grey loo with the SFM Cement Grey DK. The 300x300mm ceramic tile comes with a matte finish and gives your space a bold and rustic look. These tiles can be installed in kitchens, bathrooms and even in balconies as they are strong enough to withstand weather conditions. Create a beautiful monochromatic look by pairing the tile with walls in various shades of grey. The tile can also be paired with a brighter colour, such as pink, to give your space a mesmerising look. The tile comes with an easy to clean surface and often a mop or running water is enough to get rid of dust, dirt, and stains. The tile also has low porosity. This means that it absorbs very little water and helps protect your floors from water damage.",SFM Cement Grey DK,Ceramic,Matte Finish,300x300 mm,61.0,sq.ft,Cement,"Bathroom, Kitchen, Balcony",9,81.0,sq Decimeter,1,India,-,https://www.orientbell.com/sfm-cement-grey-dk,https://images.orientbell.com/media/catalog/product/s/f/sfm_cement_grey_dk.jpg,2025-01-02 23:31:35,../Backend/images_final/sfm_cement_grey_dk.jpg
sfm-bottocino-crema-dk,"SFM Bottocino Crema DK is a ceramic tile with marble design It features a matte finish in 300x300 mm size The beautiful combination of beige and cream colour gives a mesmerising look to any place where this tile is laid. Crafted with ceramic material, SFM Bottocino Crema DK is manufactured using advanced technology that makes the tile robust. Available in 300x300mm size, this tile can be used on the floors of a variety of wet spaces, such as bathrooms, kitchens or balcony areas. Moreover, this tile is easy to clean and requires minimal maintenance. With a matte finished surface, the tile has increased friction and prevents slips and accidents. The matte finish also gives the tile a rustic look. The tile has a low porosity and absorbs minimal moisture, making it ideal for use in wet zones, since it prevents water damage to the tile and the floor below it. The tile can be paired with darker coloured tiles to create a look that has contrasts, but also looks cohesive.",SFM Bottocino Crema DK,Ceramic,Matte Finish,300x300 mm,61.0,sq.ft,Marble,"Bathroom, Kitchen, Balcony",9,81.0,sq Decimeter,1,India,-,https://www.orientbell.com/sfm-bottocino-crema-dk,https://images.orientbell.com/media/catalog/product/s/f/sfm_bottocino_crema_dk.jpg,2025-01-02 23:31:43,../Backend/images_final/sfm_bottocino_crema_dk.jpg
sfm-sedona-sand-brown,"SFM Sedona Sand Brown is a ceramic tile with cement design It features a matte finish in 300x300 mm size The sand brown colour of Orientbell Tiles’ SFM Sedona Sand Brown gives a stylish and natural touch to the floors. Made with ceramic material, it is one of the most durable and long-lasting tiles available at Orientbell. This tile comes with a bold and earthy finishing of matte that adds to the charm of this tile. Moreover, SFM Sedona Sand Brown is easy to clean and just a wet mop or cloth is enough to do the job. Also, this tile is immune to stains, scratches, acids, chemicals, fire and insects. Most importantly, it absorbs less moisture and is the perfect choice for bathroom, kitchen and balcony areas. Available in 300x300mm size, Orientbell’s SFM Sedona Sand Brown is pocket-friendly. Also, this tile can be clubbed with light brown, beige or cream colour to give a more classy touch to the room decor.",SFM Sedona Sand Brown,Ceramic,Matte Finish,300x300 mm,61.0,sq.ft,Cement,"Bathroom, Kitchen, Balcony",9,81.0,sq Decimeter,1,India,-,https://www.orientbell.com/sfm-sedona-sand-brown,https://images.orientbell.com/media/catalog/product/s/f/sfm_sedona_sand_brown.jpg,2025-01-02 23:31:51,../Backend/images_final/sfm_sedona_sand_brown.jpg
sahara-rock-p-kota-green,"Sahara Rock P Kota Green is a vitrified , full body vitrified tiles tile with cement , slate design It features a matte finish in 600x600 mm size Ideal for flooring in high traffic zones, the Sahara Rock P Kota Green can withstand a lot of wear and tear without getting damaged. Made using a vitrification process that adds immense strength and durability to the tile, the Sahara Rock P Kota Green tile can be efficiently used in a variety of residential as well as commercial spaces, such as dining rooms, bathrooms, kitchens, living rooms, bedrooms, offices, conference rooms, break rooms, banquet halls, lobby areas, reception areas, malls, metro stations, train stations, airports, bars, restaurants, cafes, corridors, pooja rooms, etc. The green coloured 600x600mm tile can add a sense of peace and serenity to your space and looks best paired with natural wood tones, creating an organic and natural aesthetic. This tile has a matte finished surface that is easy to clean and can often be mopped or washed clean in no time at all. Requiring minimal maintenance, this tile has low porosity and absorbs minimal water, preventing water related damage.",Sahara Rock P Kota Green,"Vitrified , Full Body Vitrified Tiles",Matte Finish,600x600 mm,131.0,sq.ft,"Cement, Slate","Bathroom, Living Room, Bedroom, Commercial, Accent, Dining Room, Hospital, High Traffic, Bar/Restaurant, Commercial/Office, Industrial Tile, Outdoor Area",4,1.44,sq Decimeter,1,India,-,https://www.orientbell.com/sahara-rock-p-kota-green,https://images.orientbell.com/media/catalog/product/s/a/sahara_rock_p_kota_green.jpg,2025-01-02 23:32:23,../Backend/images_final/sahara_rock_p_kota_green.jpg
sahara-heavy-beige,"Sahara Heavy Beige is a vitrified , full body vitrified tiles tile with cement , slate design It features a matte finish in 600x600 mm size Give your room a natural and rustic look with the Sahara Heavy Beige tile. With a matte finished surface that gives the tile a bold rustic look, this tile requires minimal maintenance. The full body vitrified tile is sturdy and can be used in a variety of spaces, especially in spaces that see high footfalls, such as bathrooms, bedrooms, living rooms, dining rooms, hospitals, schools, bars, restaurants, offices, industrial areas, hotel lobbies, office receptions, conference halls, malls, banquets, airports, etc. Measuring 600x600mm, this large beige floor tile works well with a variety of colours and designs. The tile can be used by itself or in conjunction with darker tiles to create interesting patterns on your floors. With a low rate of porosity, you can be assured that the tile absorbs minimal water and other liquids, making it a great fit in places that may see spills. The tile is also very easy to clean and often a wet mop is enough to get rid of stains on the tile.",Sahara Heavy Beige,"Vitrified , Full Body Vitrified Tiles",Matte Finish,600x600 mm,211.0,sq.ft,"Cement, Slate","Bathroom, Living Room, Bedroom, Commercial, Accent, Dining Room, Hospital, High Traffic, Bar/Restaurant, Commercial/Office, Industrial Tile, Outdoor Area",3,1.08,sq Decimeter,1,India,-,https://www.orientbell.com/sahara-heavy-beige,https://images.orientbell.com/media/catalog/product/s/a/sahara_heavy_beige.jpg,2025-01-02 23:32:31,../Backend/images_final/sahara_heavy_beige.jpg
